,CensusId,State,County,Unemployment,Latitude,Longitude
795,19013,Iowa,Black Hawk,6.6,42.447804,-92.38136209999999
796,19015,Iowa,Boone,4.7,42.0597047,-93.8802273
797,19017,Iowa,Bremer,3.9,42.76108199999999,-92.38136209999999
798,19019,Iowa,Buchanan,3.9,41.7650194,-91.24682849999999
799,19021,Iowa,Buena Vista,3.7,42.6705452,-95.1432068
800,19023,Iowa,Butler,4.0,42.7502186,-92.8577105
801,19025,Iowa,Calhoun,4.0,42.3785903,-94.645035
802,19027,Iowa,Carroll,3.3,42.0655986,-94.86727929999999
803,19029,Iowa,Cass,3.2,41.2538068,-94.976654
804,19031,Iowa,Cedar,3.0,41.2122326,-92.525745
805,19033,Iowa,Cerro Gordo,4.4,43.1543186,-93.20296750000001
806,19035,Iowa,Cherokee,3.7,42.7496413,-95.55154309999999
807,19037,Iowa,Chickasaw,3.8,43.0724667,-92.38136209999999
808,19039,Iowa,Clarke,5.0,41.01778360000001,-93.7841503
809,19041,Iowa,Clay,3.8,43.1368038,-95.1432068
810,19043,Iowa,Clayton,4.2,42.9038759,-91.1473518
811,19045,Iowa,Clinton,4.8,41.8444735,-90.1887379
812,19047,Iowa,Crawford,4.8,42.034686,-95.3102505
813,19049,Iowa,Dallas,2.6,41.6120022,-93.9878427
814,19051,Iowa,Davis,4.2,40.6913838,-92.38136209999999
815,19053,Iowa,Decatur,7.5,40.7419443,-93.83383459999999
816,19055,Iowa,Delaware,3.6,42.4752682,-91.34542139999999
817,19057,Iowa,Des Moines,6.3,41.5868353,-93.6249593
818,19059,Iowa,Dickinson,3.8,43.4049388,-95.18492189999999
819,19061,Iowa,Dubuque,4.3,42.50226610000001,-90.66546749999999
820,19063,Iowa,Emmet,4.6,43.34943,-94.6863782
821,19065,Iowa,Fayette,5.1,42.84192549999999,-91.8021071
822,19067,Iowa,Floyd,3.5,43.1277502,-92.7363031
823,19069,Iowa,Franklin,4.2,40.6680932,-91.5112673
824,19071,Iowa,Fremont,3.7,41.2125116,-92.4354648
825,19073,Iowa,Greene,5.6,42.8958066,-92.80241579999999
826,19075,Iowa,Grundy,3.9,42.4369506,-92.8577105
827,19077,Iowa,Guthrie,5.4,41.7530909,-94.479976
828,19079,Iowa,Hamilton,3.8,41.1699246,-92.90348759999999
829,19081,Iowa,Hancock,1.5,41.3901703,-95.3633591
830,19083,Iowa,Hardin,4.9,42.4285425,-93.17796589999999
831,19085,Iowa,Harrison,3.6,41.6933855,-95.81428849999999
832,19087,Iowa,Henry,5.1,41.0283603,-91.5983959
833,19089,Iowa,Howard,3.4,43.3819496,-92.38136209999999
834,19091,Iowa,Humboldt,4.8,42.7208047,-94.2152402
835,19093,Iowa,Ida,3.7,42.3418685,-95.4777811
836,19095,Iowa,Iowa,1.8,41.8780025,-93.097702
837,19097,Iowa,Jackson,4.4,42.1560699,-90.52578229999999
838,19099,Iowa,Jasper,5.4,41.6414924,-93.0175712
839,19101,Iowa,Jefferson,6.4,42.0172457,-94.3774232
840,19103,Iowa,Johnson,3.5,41.6709834,-93.7130493
841,19105,Iowa,Jones,5.0,42.1516737,-91.13530200000001
842,19107,Iowa,Keokuk,5.1,40.4044731,-91.3963966
843,19109,Iowa,Kossuth,2.1,43.25133839999999,-94.2333355
844,19111,Iowa,Lee,8.7,40.70686630000001,-91.44346900000001
845,19113,Iowa,Linn,4.8,42.0659844,-91.67606909999999
846,19115,Iowa,Louisa,4.8,41.19330009999999,-91.28910359999999
847,19117,Iowa,Lucas,5.8,41.0274991,-93.4599348
848,19119,Iowa,Lyon,2.4,43.3954333,-96.15269850000001
849,19121,Iowa,Madison,5.7,41.2922367,-93.9878427
850,19123,Iowa,Mahaska,8.0,41.32958800000001,-92.6983868
851,19125,Iowa,Marion,4.0,42.033279,-91.5968958
852,19127,Iowa,Marshall,6.3,42.0407088,-92.9375739
853,19129,Iowa,Mills,3.8,41.0624496,-95.6457951
854,19131,Iowa,Mitchell,3.2,43.3216363,-92.86686209999999
855,19133,Iowa,Monona,5.5,43.0516494,-91.38930409999999
856,19135,Iowa,Monroe,6.2,41.5208256,-93.1038129
857,19137,Iowa,Montgomery,9.6,43.44127410000001,-95.2025451
858,19139,Iowa,Muscatine,4.6,41.424473,-91.0432051
859,19141,Iowa,O'Brien,2.8,43.1131245,-95.6457951
860,19143,Iowa,Osceola,3.3,41.0342618,-93.766759
861,19145,Iowa,Page,5.1,40.7635099,-95.1432068
862,19147,Iowa,Palo Alto,2.9,43.1580878,-94.645035
863,19149,Iowa,Plymouth,3.4,43.2446852,-93.1215924
864,19151,Iowa,Pocahontas,4.9,42.7355299,-94.66914670000001
865,19153,Iowa,Polk,5.8,41.6278423,-93.5003454
866,19155,Iowa,Pottawattamie,5.0,41.3911501,-95.4777811
867,19157,Iowa,Poweshiek,4.8,41.6530119,-92.539603
868,19159,Iowa,Ringgold,4.8,40.7973811,-94.315422
869,19161,Iowa,Sac,4.0,42.3573517,-95.1432068
870,19163,Iowa,Scott,5.4,41.6393199,-90.6393702
871,19165,Iowa,Shelby,2.9,41.5161017,-95.45027999999999
872,19167,Iowa,Sioux,1.8,42.4963416,-96.40494079999999
873,19169,Iowa,Story,5.5,42.1040438,-93.5003454
874,19171,Iowa,Tama,5.6,41.9627392,-92.576753
875,19173,Iowa,Taylor,4.4,40.7846069,-94.645035
876,19175,Iowa,Union,5.4,42.2455405,-93.06464679999999
877,19177,Iowa,Van Buren,6.6,40.7001158,-91.9099238
878,19179,Iowa,Wapello,8.0,41.18141929999999,-91.1854273
879,19181,Iowa,Warren,4.8,41.30805489999999,-93.5003454
880,19183,Iowa,Washington,4.2,41.30140770000001,-91.69164169999999
881,19185,Iowa,Wayne,4.3,40.6677356,-93.33889169999999
882,19187,Iowa,Webster,8.4,41.4383427,-92.1690689
883,19189,Iowa,Winnebago,6.2,43.3481922,-93.66232389999999
884,19191,Iowa,Winneshiek,3.0,43.2362611,-91.9099238
885,19193,Iowa,Woodbury,5.2,42.3166158,-95.9832577
886,19195,Iowa,Worth,4.7,43.3580686,-93.33889169999999
887,19197,Iowa,Wright,5.7,42.7273744,-93.66232389999999
888,20001,Kansas,Allen,7.0,38.6561191,-96.1697173
889,20003,Kansas,Anderson,5.9,38.2809328,-95.3102505
890,20005,Kansas,Atchison,7.3,39.5630521,-95.12163559999999
891,20007,Kansas,Barber,3.1,37.2299788,-98.7481167
892,20009,Kansas,Barton,6.8,38.3613844,-98.7651482
893,20011,Kansas,Bourbon,3.3,37.7957092,-94.81059549999999
894,20013,Kansas,Brown,4.5,39.770047,-95.4777811
895,20015,Kansas,Butler,5.6,37.8649441,-96.83509989999999
896,20017,Kansas,Chase,2.9,38.355011,-98.3495111
897,20019,Kansas,Chautauqua,5.1,37.0203354,-96.17665590000001
898,20021,Kansas,Cherokee,5.8,37.3458874,-94.80885040000001
899,20023,Kansas,Cheyenne,1.9,39.7877848,-101.7979613
900,20025,Kansas,Clark,1.4,37.3158895,-99.8124935
901,20027,Kansas,Clay,1.9,39.34791999999999,-97.179026
902,20029,Kansas,Cloud,6.8,39.4795571,-97.69822719999999
903,20031,Kansas,Coffey,5.1,38.2570639,-95.81428849999999
904,20033,Kansas,Comanche,5.4,37.1894543,-99.2785583
905,20035,Kansas,Cowley,7.0,37.2660235,-96.9209135
906,20037,Kansas,Crawford,5.6,37.45579900000001,-94.81059549999999
907,20039,Kansas,Decatur,3.8,39.74803680000001,-100.5296115
908,20041,Kansas,Dickinson,6.7,38.85059770000001,-97.179026
909,20043,Kansas,Doniphan,5.8,39.8245628,-95.18492189999999
910,20045,Kansas,Douglas,6.0,37.5194642,-97.01281469999999
911,20047,Kansas,Edwards,2.0,37.865958,-99.2785583
912,20049,Kansas,Elk,5.3,37.3936365,-96.15269850000001
913,20051,Kansas,Ellis,4.5,38.9380662,-99.56066690000002
914,20053,Kansas,Ellsworth,4.3,38.7305648,-98.22811259999999
915,20055,Kansas,Finney,4.6,38.0625252,-100.8903099
916,20057,Kansas,Ford,6.4,37.6361315,-99.7540159
917,20059,Kansas,Franklin,6.9,37.5244779,-94.70495919999999
918,20061,Kansas,Geary,9.2,38.9984685,-96.79223549999999
919,20063,Kansas,Gove,1.9,38.9590176,-100.4877663
920,20065,Kansas,Graham,2.4,39.3198302,-99.8124935
921,20067,Kansas,Grant,7.3,37.5245985,-101.2523792
922,20069,Kansas,Gray,2.9,37.6840811,-100.439656
923,20071,Kansas,Greeley,2.1,38.3666861,-95.12691559999999
924,20073,Kansas,Greenwood,3.5,37.9025905,-96.15269850000001
925,20075,Kansas,Hamilton,2.3,37.9794705,-96.1641647
926,20077,Kansas,Harper,3.7,37.2866863,-98.02589449999999
927,20079,Kansas,Harvey,4.4,38.0025215,-97.35165579999999
928,20081,Kansas,Haskell,3.9,37.5588285,-100.8903099
929,20083,Kansas,Hodgeman,2.5,38.1429747,-99.99122539999999
930,20085,Kansas,Jackson,4.4,39.4241422,-95.81428849999999
931,20087,Kansas,Jefferson,6.9,39.2827652,-95.3102505
932,20089,Kansas,Jewell,2.5,39.671399,-98.153661
933,20091,Kansas,Johnson,4.5,37.5703377,-101.7506777
934,20093,Kansas,Kearny,1.8,38.0281402,-101.2523792
935,20095,Kansas,Kingman,5.7,37.6458491,-98.1136734
936,20097,Kansas,Kiowa,4.0,37.0172493,-98.48535389999999
937,20099,Kansas,Labette,5.3,37.2306195,-95.18357879999999
938,20101,Kansas,Lane,2.4,38.4397392,-95.0821916
939,20103,Kansas,Leavenworth,5.9,39.3111112,-94.9224637
940,20105,Kansas,Lincoln,6.5,39.0403293,-98.14769650000001
941,20107,Kansas,Linn,8.3,39.6800019,-97.08419180000001
942,20109,Kansas,Logan,3.9,39.6616746,-99.57038539999999
943,20111,Kansas,Lyon,7.2,38.3450104,-98.20172679999999
944,20113,Kansas,McPherson,3.1,38.3708415,-97.66420869999999
945,20115,Kansas,Marion,5.0,38.3483493,-97.017245
946,20117,Kansas,Marshall,3.0,39.717719,-96.49297969999999
947,20119,Kansas,Meade,2.8,37.2855796,-100.3401456
948,20121,Kansas,Miami,5.6,38.6381689,-94.81059549999999
949,20123,Kansas,Mitchell,2.6,38.3838988,-98.09977789999999
950,20125,Kansas,Montgomery,8.7,37.240253,-95.81428849999999
951,20127,Kansas,Morris,3.2,38.7144832,-96.663812
952,20129,Kansas,Morton,5.8,37.1333387,-101.7979613
953,20131,Kansas,Nemaha,1.7,39.7451077,-95.9832577
954,20133,Kansas,Neosho,4.7,37.6045688,-95.3102505
955,20135,Kansas,Ness,2.7,38.4769509,-99.99122539999999
956,20137,Kansas,Norton,1.7,39.8338946,-99.89151129999999
957,20139,Kansas,Osage,8.2,38.6009003,-95.6457951
958,20141,Kansas,Osborne,4.0,39.4388993,-98.6947949
959,20143,Kansas,Ottawa,5.3,38.615768,-95.2686366
960,20145,Kansas,Pawnee,1.9,38.2017581,-99.2785583
961,20147,Kansas,Phillips,4.3,39.766638,-99.3673084
962,20149,Kansas,Pottawatomie,3.7,39.3976344,-96.3226072
963,20151,Kansas,Pratt,5.6,37.6439071,-98.73759109999999
964,20153,Kansas,Rawlins,2.3,39.8600904,-101.0711758
965,20155,Kansas,Reno,5.7,39.02135579999999,-95.1223608
966,20157,Kansas,Republic,3.8,39.9236213,-97.82170959999999
967,20159,Kansas,Rice,5.5,39.5722226,-97.5555928
968,20161,Kansas,Riley,5.8,39.29888529999999,-96.8308436
969,20163,Kansas,Rooks,4.1,39.3638509,-99.2785583
970,20165,Kansas,Rush,5.6,38.8896137,-94.7842063
971,20167,Kansas,Russell,6.9,38.8952893,-98.8598061
972,20169,Kansas,Saline,5.0,38.8174853,-97.69822719999999
973,20171,Kansas,Scott,5.8,38.562531,-100.8903099
974,20173,Kansas,Sedgwick,6.9,37.9166784,-97.422541
975,20175,Kansas,Seward,9.0,38.1777913,-98.7948107
976,20177,Kansas,Shawnee,6.8,39.02284849999999,-94.7151865
977,20179,Kansas,Sheridan,1.2,39.3470831,-100.439656
978,20181,Kansas,Sherman,4.0,37.2572835,-95.0571872
979,20183,Kansas,Smith,3.2,39.7333849,-98.7481167
980,20185,Kansas,Stafford,2.6,37.9622371,-98.60063749999999
981,20187,Kansas,Stanton,2.4,38.5675368,-94.99744609999999
982,20189,Kansas,Stevens,3.0,37.186894,-101.2523792
983,20191,Kansas,Sumner,7.0,37.2236052,-97.6114217
984,20193,Kansas,Thomas,2.7,39.3702882,-101.0711758
985,20195,Kansas,Trego,1.0,38.9900316,-99.8124935
986,20197,Kansas,Wabaunsee,6.2,39.1461086,-96.346109
987,20199,Kansas,Wallace,5.4,38.9113982,-101.5915562
988,20201,Kansas,Washington,3.1,39.8180592,-97.0508605
989,20203,Kansas,Wichita,3.1,37.68717609999999,-97.33005299999999
990,20205,Kansas,Wilson,6.5,38.8250106,-98.4753437
991,20207,Kansas,Woodson,4.6,37.9197853,-95.81428849999999
992,20209,Kansas,Wyandotte,11.2,39.0986811,-94.7691586
993,21001,Kentucky,Adair,7.7,37.076403,-85.31362179999999
994,21003,Kentucky,Allen,9.2,37.6100457,-82.7279705
995,21005,Kentucky,Anderson,6.9,37.998648,-84.981754
996,21007,Kentucky,Ballard,6.2,37.0359869,-89.0179332
997,21009,Kentucky,Barren,7.6,36.9676836,-85.84862360000001
998,21011,Kentucky,Bath,14.0,38.1068164,-83.7199136
999,21013,Kentucky,Bell,11.6,36.741122,-83.63484299999999
1000,21015,Kentucky,Boone,5.6,38.9940572,-84.7315563
1001,21017,Kentucky,Bourbon,9.9,38.22448199999999,-85.575899
1002,21019,Kentucky,Boyd,10.5,38.3833265,-82.6915429
1003,21021,Kentucky,Boyle,7.1,37.6526034,-84.8150781
1004,21023,Kentucky,Bracken,8.3,38.7117016,-84.05902900000001
1005,21025,Kentucky,Breathitt,12.4,37.5359616,-83.33618799999999
1006,21027,Kentucky,Breckinridge,11.5,37.7982002,-86.4592091
1007,21029,Kentucky,Bullitt,7.6,37.9842107,-85.684578
1008,21031,Kentucky,Butler,6.1,38.7864569,-84.36965939999999
1009,21033,Kentucky,Caldwell,8.7,37.1501019,-87.89424509999999
1010,21035,Kentucky,Calloway,9.1,36.6402766,-88.28504199999999
1011,21037,Kentucky,Campbell,6.8,38.8951891,-84.3962535
1012,21039,Kentucky,Carlisle,6.8,38.3120197,-84.027427
1013,21041,Kentucky,Carroll,13.2,38.6748355,-85.0649071
1014,21043,Kentucky,Carter,11.1,38.3204714,-83.03613759999999
1015,21045,Kentucky,Casey,9.0,37.3157449,-84.8984775
1016,21047,Kentucky,Christian,12.7,36.8410586,-87.460397
1017,21049,Kentucky,Clark,7.9,37.959945,-84.14351359999999
1018,21051,Kentucky,Clay,15.9,37.4767119,-87.8200159
1019,21053,Kentucky,Clinton,9.3,36.6672813,-88.9933965
1020,21055,Kentucky,Crittenden,7.1,38.7828437,-84.6052206
1021,21057,Kentucky,Cumberland,10.2,36.9781475,-82.9884955
1022,21059,Kentucky,Daviess,6.8,37.7307984,-87.10237459999999
1023,21061,Kentucky,Edmonson,8.9,37.1941682,-86.21584969999999
1024,21063,Kentucky,Elliott,6.2,38.1575088,-83.12200740000002
1025,21065,Kentucky,Estill,11.8,37.6975384,-83.9744262
1026,21067,Kentucky,Fayette,6.9,38.06064780000001,-84.4802606
1027,21069,Kentucky,Fleming,9.7,38.3987633,-83.67739279999999
1028,21071,Kentucky,Floyd,9.7,37.5455463,-82.7778579
1029,21073,Kentucky,Franklin,8.7,36.722263,-86.57721769999999
1030,21075,Kentucky,Fulton,12.0,36.5042277,-88.8742259
1031,21077,Kentucky,Gallatin,6.0,38.7295069,-84.87763919999999
1032,21079,Kentucky,Garrard,11.4,37.6413234,-84.56414699999999
1033,21081,Kentucky,Grant,6.8,38.6565245,-84.6479124
1034,21083,Kentucky,Graves,7.2,36.6887728,-88.7108964
1035,21085,Kentucky,Grayson,9.3,38.3325812,-82.9485023
1036,21087,Kentucky,Green,9.0,36.9685219,-86.4808043
1037,21089,Kentucky,Greenup,10.1,38.5731349,-82.83016769999999
1038,21091,Kentucky,Hancock,5.9,37.8280909,-86.761749
1039,21093,Kentucky,Hardin,8.2,36.7647773,-88.2953134
1040,21095,Kentucky,Harlan,9.8,36.8431441,-83.321848
1041,21097,Kentucky,Harrison,8.1,38.4333045,-84.3542049
1042,21099,Kentucky,Hart,9.6,37.3101304,-85.84862360000001
1043,21101,Kentucky,Henderson,8.0,37.8361538,-87.59001339999999
1044,21103,Kentucky,Henry,6.6,38.4268385,-85.14793639999999
1045,21105,Kentucky,Hickman,8.8,36.5711721,-89.18617909999999
1046,21107,Kentucky,Hopkins,6.7,37.3153093,-87.5791287
1047,21109,Kentucky,Jackson,12.3,37.5531457,-83.38351349999999
1048,21111,Kentucky,Jefferson,8.4,38.1938097,-85.64348700000001
1049,21113,Kentucky,Jessamine,8.8,37.895573,-84.56414699999999
1050,21115,Kentucky,Johnson,9.1,37.8048335,-82.8640623
1051,21117,Kentucky,Kenton,7.7,38.9863872,-84.56414699999999
1052,21119,Kentucky,Knott,14.6,37.3461117,-82.99316069999999
1053,21121,Kentucky,Knox,15.7,36.9260578,-83.8897057
1054,21123,Kentucky,Larue,9.3,37.5189552,-85.7256372
1055,21125,Kentucky,Laurel,12.4,37.0693489,-84.1857115
1056,21127,Kentucky,Lawrence,7.8,38.05267500000001,-82.7778579
1057,21129,Kentucky,Lee,12.2,37.599443,-83.7199136
1058,21131,Kentucky,Leslie,17.0,37.0698286,-83.3789389
1059,21133,Kentucky,Letcher,12.6,37.12535099999999,-82.8640623
1060,21135,Kentucky,Lewis,8.4,38.5079686,-83.3789389
1061,21137,Kentucky,Lincoln,10.5,37.4751264,-84.6479124
1062,21139,Kentucky,Livingston,6.7,37.2978634,-84.2149339
1063,21141,Kentucky,Logan,7.7,36.869834,-86.86218269999999
1064,21143,Kentucky,Lyon,7.6,37.0247261,-88.0900762
1065,21145,Kentucky,McCracken,6.1,37.03306070000001,-88.7108964
1066,21147,Kentucky,McCreary,19.0,36.6973499,-84.4802606
1067,21149,Kentucky,McLean,8.4,37.5644352,-87.2618328
1068,21151,Kentucky,Madison,8.6,37.7143001,-84.3121264
1069,21153,Kentucky,Magoffin,12.2,37.730555,-83.03613759999999
1070,21155,Kentucky,Marion,9.2,37.3328286,-88.0811349
1071,21157,Kentucky,Marshall,7.7,36.8573767,-88.4016041
1072,21159,Kentucky,Martin,20.6,37.5728764,-82.752659
1073,21161,Kentucky,Mason,6.2,38.6194103,-83.8897057
1074,21163,Kentucky,Meade,11.5,37.9601502,-86.21584969999999
1075,21165,Kentucky,Menifee,14.7,37.9335368,-83.63484299999999
1076,21167,Kentucky,Mercer,11.5,37.8258603,-84.8984775
1077,21169,Kentucky,Metcalfe,7.4,37.0032438,-85.64348700000001
1078,21171,Kentucky,Monroe,9.5,36.7484915,-85.7256372
1079,21173,Kentucky,Montgomery,10.4,38.0314578,-83.8897057
1080,21175,Kentucky,Morgan,9.6,37.9145713,-83.2934086
1081,21177,Kentucky,Muhlenberg,10.3,37.17725009999999,-87.14228949999999
1082,21179,Kentucky,Nelson,9.8,37.7647455,-85.47880649999999
1083,21181,Kentucky,Nicholas,7.7,38.37676250000001,-84.05902900000001
1084,21183,Kentucky,Ohio,9.6,37.5108523,-86.8220341
1085,21185,Kentucky,Oldham,4.3,38.3560025,-85.47880649999999
1086,21187,Kentucky,Owen,8.6,38.4965261,-84.8150781
1087,21189,Kentucky,Owsley,8.8,37.4294933,-83.7199136
1088,21191,Kentucky,Pendleton,6.4,38.4622879,-85.3035678
1089,21193,Kentucky,Perry,13.9,37.3160706,-83.2077645
1090,21195,Kentucky,Pike,10.7,37.4842087,-82.4752757
1091,21197,Kentucky,Powell,8.3,37.8380647,-83.8260884
1092,21199,Kentucky,Pulaski,9.1,37.0853508,-84.5222189
1093,21201,Kentucky,Robertson,6.7,38.5224338,-84.0378894
1094,21203,Kentucky,Rockcastle,11.0,37.3743065,-84.3121264
1095,21205,Kentucky,Rowan,6.5,38.177068,-83.46435509999999
1096,21207,Kentucky,Russell,11.8,38.5173028,-82.6976631
1097,21209,Kentucky,Scott,6.9,38.3172361,-84.56414699999999
1098,21211,Kentucky,Shelby,5.7,38.1778076,-85.2308414
1099,21213,Kentucky,Simpson,7.0,36.7772014,-86.6207943
1100,21215,Kentucky,Spencer,6.4,38.0123167,-85.31362179999999
1101,21217,Kentucky,Taylor,9.6,37.332884,-85.31362179999999
1102,21219,Kentucky,Todd,8.5,36.8338638,-87.14228949999999
1103,21221,Kentucky,Trigg,8.4,36.8473642,-87.77633329999999
1104,21223,Kentucky,Trimble,14.6,38.6013284,-85.31362179999999
1105,21225,Kentucky,Union,7.8,38.9458951,-84.68050099999999
1106,21227,Kentucky,Warren,7.9,36.9886043,-86.49965460000001
1107,21229,Kentucky,Washington,6.1,38.6161549,-83.80849719999999
1108,21231,Kentucky,Wayne,12.6,36.7571907,-84.8567932
1109,21233,Kentucky,Webster,7.2,37.88895300000001,-86.3388635
1110,21235,Kentucky,Whitley,10.2,36.726335,-84.1857115
1111,21237,Kentucky,Wolfe,9.7,37.75508689999999,-83.46435509999999
1112,21239,Kentucky,Woodford,4.8,38.0721662,-84.7315563
1113,22001,Louisiana,Acadia,10.1,30.2297347,-92.38136209999999
1114,22003,Louisiana,Allen,8.9,31.835278,-93.288333
1115,22005,Louisiana,Ascension,6.4,30.2017295,-90.9438468
1116,22007,Louisiana,Assumption,10.3,29.9232544,-91.09693999999999
1117,22009,Louisiana,Avoyelles,9.6,30.9711824,-92.0665197
1118,22011,Louisiana,Beauregard,5.7,30.7611484,-93.33889169999999
1119,22013,Louisiana,Bienville,10.1,32.3568222,-92.98043740000001
1120,22015,Louisiana,Bossier,5.7,32.7551322,-93.66232389999999
1121,22017,Louisiana,Caddo,7.0,32.6136798,-93.86553029999999
1122,22019,Louisiana,Calcasieu,8.3,30.2089286,-93.33889169999999
1123,22021,Louisiana,Caldwell,10.2,32.0669717,-92.0665197
1124,22023,Louisiana,Cameron,6.3,29.79772119999999,-93.3251535
1125,22025,Louisiana,Catahoula,8.3,31.7053083,-91.9099238
1126,22027,Louisiana,Claiborne,13.5,32.5159779,-92.1918032
1127,22029,Louisiana,Concordia,11.7,31.4808983,-91.63721500000001
1128,22031,Louisiana,De Soto,9.3,32.0310567,-93.66232389999999
1129,22033,Louisiana,East Baton Rouge,7.6,30.5693593,-91.09693999999999
1130,22035,Louisiana,East Carroll,19.2,32.7570923,-91.2506002
1131,22037,Louisiana,East Feliciana,6.5,30.8458948,-91.02032240000001
1132,22039,Louisiana,Evangeline,10.4,30.7821781,-92.38136209999999
1133,22041,Louisiana,Franklin,11.5,29.7960399,-91.5015002
1134,22043,Louisiana,Grant,9.2,31.6943716,-92.539603
1135,22045,Louisiana,Iberia,10.6,29.4992629,-91.7538817
1136,22047,Louisiana,Iberville,7.9,30.2899179,-91.4048249
1137,22049,Louisiana,Jackson,6.9,30.8374036,-91.2176087
1138,22051,Louisiana,Jefferson,6.7,29.96603709999999,-90.1531298
1139,22053,Louisiana,Jefferson Davis,9.2,30.2672346,-92.8178291
1140,22055,Louisiana,Lafayette,6.3,30.2240897,-92.0198427
1141,22057,Louisiana,Lafourche,7.0,29.6952295,-90.52578229999999
1142,22059,Louisiana,LaSalle,6.3,31.7002461,-92.2236667
1143,22061,Louisiana,Lincoln,11.9,32.598888,-92.6983868
1144,22063,Louisiana,Livingston,7.0,30.5021345,-90.7478737
1145,22065,Louisiana,Madison,16.9,32.4401578,-91.28910359999999
1146,22067,Louisiana,Morehouse,8.0,32.796224,-91.7538817
1147,22069,Louisiana,Natchitoches,12.2,31.7607195,-93.08627489999999
1148,22071,Louisiana,Orleans,10.3,29.95106579999999,-90.0715323
1149,22073,Louisiana,Ouachita,8.0,32.4271852,-92.2236667
1150,22075,Louisiana,Plaquemines,4.7,30.2890833,-91.23427439999999
1151,22077,Louisiana,Pointe Coupee,8.3,30.6102166,-91.5983959
1152,22079,Louisiana,Rapides,8.6,31.1461104,-92.539603
1153,22081,Louisiana,Red River,9.2,32.0842949,-93.3792057
1154,22083,Louisiana,Richland,9.6,32.3887281,-91.7928402
1155,22085,Louisiana,Sabine,10.6,31.4893252,-93.5003454
1156,22087,Louisiana,St. Bernard,12.2,29.879791,-89.3226954
1157,22089,Louisiana,St. Charles,7.7,29.9273657,-90.3371889
1158,22091,Louisiana,St. Helena,14.4,30.8021866,-90.6773046
1159,22093,Louisiana,St. James,11.0,30.0179292,-90.7913227
1160,22095,Louisiana,St. John the Baptist,9.2,30.1118331,-90.4879916
1161,22097,Louisiana,St. Landry,6.1,30.6036535,-92.0665197
1162,22099,Louisiana,St. Martin,7.2,30.2395901,-91.7538817
1163,22101,Louisiana,St. Mary,12.2,29.502976,-91.44346900000001
1164,22103,Louisiana,St. Tammany,7.6,30.4357418,-89.9253233
1165,22105,Louisiana,Tangipahoa,10.7,30.8760151,-90.5120391
1166,22107,Louisiana,Tensas,15.6,32.077218,-91.28910359999999
1167,22109,Louisiana,Terrebonne,5.5,29.2299682,-90.7532809
1168,22111,Louisiana,Union,7.7,32.7859102,-92.38136209999999
1169,22113,Louisiana,Vermilion,8.5,29.8601413,-92.38136209999999
1170,22115,Louisiana,Vernon,7.5,31.1320009,-93.17796589999999
1171,22117,Louisiana,Washington,15.0,30.6163073,-92.057063
1172,22119,Louisiana,Webster,7.6,32.7641355,-93.33889169999999
1173,22121,Louisiana,West Baton Rouge,6.5,30.4751202,-91.3276422
1174,22123,Louisiana,West Carroll,11.9,32.7545792,-91.4821482
1175,22125,Louisiana,West Feliciana,8.5,30.8423123,-91.4048249
1176,22127,Louisiana,Winn,6.3,31.91961239999999,-92.6586401
1177,23001,Maine,Androscoggin,7.2,44.19124160000001,-70.17070369999999
1178,23003,Maine,Aroostook,7.5,46.819941,-68.4766064
1179,23005,Maine,Cumberland,5.4,43.796573,-70.2585205
1180,23007,Maine,Franklin,7.7,44.5874877,-68.23160539999999
1181,23009,Maine,Hancock,7.7,44.5291357,-68.2537463
1182,23011,Maine,Kennebec,7.7,44.4499153,-69.7038278
1183,23013,Maine,Knox,5.7,44.517294,-69.21337489999999
1184,23015,Maine,Lincoln,4.2,45.3622301,-68.5050006
1185,23017,Maine,Oxford,9.2,44.1317459,-70.4931557
1186,23019,Maine,Penobscot,7.8,44.4645202,-68.7111394
1187,23021,Maine,Piscataquis,10.5,45.70498569999999,-69.3375071
1188,23023,Maine,Sagadahoc,5.7,43.8171265,-69.7825531
1189,23025,Maine,Somerset,9.5,45.5913402,-69.9999212
1190,23027,Maine,Waldo,7.5,44.5125736,-69.07614830000001
1191,23029,Maine,Washington,9.8,44.2735583,-69.3676576
1192,23031,Maine,York,5.9,43.16174830000001,-70.6482581
1193,24001,Maryland,Allegany,10.0,39.6255251,-78.6114999
1194,24003,Maryland,Anne Arundel,5.9,38.9530109,-76.5488232
1195,24005,Maryland,Baltimore,6.9,39.2903848,-76.6121893
1196,24009,Maryland,Calvert,7.6,38.49495030000001,-76.5025742
1197,24011,Maryland,Caroline,8.8,38.9105018,-75.8533954
1198,24013,Maryland,Carroll,4.6,39.5423418,-77.0564464
1199,24015,Maryland,Cecil,7.5,39.5739403,-75.94632399999999
1200,24017,Maryland,Charles,6.3,38.5221781,-77.10249019999999
1201,24019,Maryland,Dorchester,10.4,38.4152819,-76.17837390000001
1202,24021,Maryland,Frederick,5.8,39.41426879999999,-77.4105409
1203,24023,Maryland,Garrett,7.0,39.5681243,-79.29021329999999
1204,24025,Maryland,Harford,6.4,39.5838964,-76.3637285
1205,24027,Maryland,Howard,4.9,39.2873463,-76.964306
1206,24029,Maryland,Kent,7.2,39.2713804,-76.1319953
1207,24031,Maryland,Montgomery,6.1,39.1547426,-77.2405153
